percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle,percentile_fetch_middle
38.105898,74.74233,66.19171,40.687899,64.865606,40.043087,55.476372,92.31028,40.203521,60.15192,32.634743,36.168944,45.290113,43.48882,39.152255,59.62949,43.693126,54.04121,37.179195,39.775967,34.406432,59.244604,84.766492,47.960913,30.62571,58.537516,100.06777,44.008148,67.369258,69.033694,41.28971,46.230303,40.556562,67.696278,70.975716,65.947301,34.794224,36.327611,39.136921,99.16688,51.018215,30.694507,51.154738,100.933813,62.376361,39.066352,38.769524,55.758305,40.830593,51.528222,46.662402,58.546603,36.076917,36.617912,34.92257,73.665004,32.14209,75.857871,34.799289,36.769148,48.36393,38.860918,46.74866,49.263415,30.225452,35.794337,67.829695,65.521029,62.624317,42.550266,33.903313,80.851629,34.639631,31.218875,87.969682,37.216737,56.877439,69.474312,39.271871,39.764798
38.279129,47.414678,72.843398,57.596425,39.604862,36.701311,43.804065,87.779518,45.849826,69.176055,30.511987,38.961342,53.110543,37.933614,40.32962,66.979335,50.736856,34.791523,31.499062,41.47281,32.117056,60.587452,80.777436,35.523531,32.481827,32.160985,67.219247,59.16544,63.990461,76.317161,52.308634,29.054744,32.890063,83.264176,88.239816,51.173094,33.290125,49.897979,44.314997,36.721227,40.805234,32.36653,54.900663,93.457858,55.918061,35.790307,39.576238,49.226928,59.672042,39.224229,32.765865,47.131254,31.217731,37.399286,41.503833,46.812321,31.385032,72.756408,36.22801,36.182493,50.258095,35.914952,53.952063,64.422915,32.370043,39.019915,68.624038,34.571333,67.410345,38.329664,39.729288,64.423687,34.194337,32.898354,89.93424,38.858608,67.5925,73.317908,39.01066,36.020962
37.569461,56.408455,72.968587,62.448051,42.464969,32.620188,43.66181,81.098609,39.400533,57.97349,30.826653,46.512121,51.857503,40.885104,46.036311,72.000581,68.158386,36.60665,33.822745,36.80831,39.086544,70.896858,64.337882,39.691641,31.228155,34.498115,64.454398,46.171877,41.747783,82.349902,68.153506,30.468275,31.065839,86.547515,83.213794,45.408381,30.145152,51.705728,43.348645,36.17341,37.726536,43.480711,54.394646,97.6263,43.857102,38.730034,34.506469,39.789068,75.354348,33.864755,31.042772,51.582632,33.470733,34.49572,38.18404,53.23625,30.789558,58.3628,42.809953,49.750782,36.941146,42.217402,69.248167,78.408483,30.306979,42.41715,78.931736,44.247279,72.721034,62.991522,47.695829,56.766948,38.19392,33.739338,92.792901,36.087732,76.186104,74.60554,48.699817,35.530276
42.153163,50.130481,66.975828,70.618322,38.737045,60.560601,53.073617,81.055404,42.295479,51.565854,31.650545,53.85366,67.713,48.044811,36.464986,78.529106,76.317606,44.090393,31.05438,40.986479,33.095299,67.984499,75.789341,41.89982,30.386256,35.455629,64.114181,55.226405,68.773049,83.554949,71.815362,30.630881,34.280115,94.293575,85.565031,37.846277,31.753659,58.37113,37.045935,34.431409,37.585415,33.568612,60.144624,98.114139,39.573111,46.218475,39.326351,48.658573,84.515797,33.696312,33.807441,63.824935,33.000895,40.481276,38.110093,42.506183,31.181518,64.926333,40.823665,47.17676,49.992122,42.373573,80.130948,85.692711,33.657104,37.700683,70.018988,49.143443,89.452817,52.597546,39.178504,48.229974,36.096199,36.496182,92.572769,36.607925,78.279721,81.06264,44.872847,36.370718
40.09072,68.11118,85.247665,81.182096,39.156123,63.216825,62.639285,94.956821,44.40929,77.624833,36.531233,48.254521,54.389441,64.042792,40.412568,77.04149,86.115632,49.895132,33.360659,50.662945,34.648683,71.226161,78.587606,50.722755,27.81996,32.267959,71.471145,61.473884,82.121789,84.525702,73.575715,28.818892,39.831884,97.974978,93.927767,43.541614,37.030471,85.881221,46.630985,50.658012,51.819236,38.437916,51.189901,92.678289,40.084097,48.058002,43.149856,56.066858,82.704492,35.939406,42.14405,60.949689,36.310888,40.743348,53.456082,40.412488,30.67181,83.79625,66.193795,86.066962,41.598915,42.795341,69.047933,87.486103,32.394626,66.103867,79.713643,46.509663,80.070514,46.623625,56.523468,61.802535,37.391605,37.170454,99.480298,36.083629,84.663138,86.347817,53.938604,47.285002
47.215017,88.461213,87.401853,74.074691,42.093872,54.741868,57.83618,98.486605,47.412705,75.471054,43.182911,65.274507,79.684054,66.367569,45.050505,79.237205,96.615311,51.224781,33.867371,45.053572,33.045346,83.332304,80.410807,49.894011,29.674278,37.613625,74.33799,50.624943,82.365356,90.407208,83.995523,30.592568,46.256852,97.588158,102.950412,44.814465,34.225694,92.907743,47.082101,53.545103,59.036575,35.575807,73.047632,98.442134,41.296133,71.63119,45.09315,51.641062,93.710813,33.554438,44.18561,73.545499,34.192715,46.129273,69.50176,54.541706,31.528545,88.068608,58.286258,87.36601,65.391109,64.309494,76.149885,87.096081,33.460974,55.804049,102.232352,56.868752,95.142855,63.725968,69.382339,76.848759,45.316032,49.368884,100.907418,55.085905,87.601529,93.400516,79.407662,49.035702
54.428038,81.550818,84.409118,76.556393,51.124853,68.968909,49.284545,100.638596,43.26689,89.517157,36.719679,83.380177,59.571233,77.086325,64.621993,86.091904,94.158079,72.875165,35.653786,47.258174,34.434838,84.674263,79.412427,53.847079,31.393374,41.502945,87.951552,80.065906,79.082834,98.314674,94.026678,34.05288,65.375808,98.629954,104.442927,38.604041,34.99335,95.110368,57.302871,44.170637,63.936005,37.464613,73.754508,91.936769,55.807145,75.853456,39.982302,67.838078,95.804337,33.075058,46.292722,71.067184,34.95357,53.482951,74.773891,49.42578,34.101277,81.769106,72.654473,98.613898,40.898019,74.596411,79.43473,96.167878,40.196762,81.579037,101.183964,62.911437,95.751893,66.388534,71.024398,64.665679,48.465839,52.681923,94.687404,52.537912,91.991896,95.666645,83.095348,55.452967
70.699836,79.219092,86.365862,78.249237,50.01372,81.345506,66.398631,106.518898,65.292741,82.958992,47.554718,79.812246,81.425909,90.831196,70.836816,89.383539,101.374555,73.18195,38.30554,82.121568,36.424264,92.005736,91.743272,75.682413,30.907487,45.828649,84.366327,65.858727,96.340335,101.496104,98.942633,36.138658,76.546838,99.872721,108.251635,63.288153,47.205693,95.295853,60.997128,69.287795,77.699185,49.466915,86.539095,96.062665,54.042949,91.567493,45.094189,83.204834,99.66455,40.020684,67.859494,69.579555,45.503666,40.709334,92.842,73.7874,36.759546,98.814643,85.979048,102.675661,47.908411,68.698627,84.864786,101.896581,48.861786,85.200354,103.158981,70.344408,99.364556,67.221916,87.827948,91.406844,63.895305,70.143486,99.266166,56.711468,100.643318,101.761062,96.573709,62.922288
82.708448,85.125648,96.706073,85.583477,62.221314,94.584976,82.720621,102.855778,76.201508,96.023615,78.961423,84.064912,91.077791,103.98664,60.731847,94.586708,94.948881,80.249068,49.354281,90.518029,53.176698,95.243852,101.059737,74.613078,36.042634,52.481373,83.171321,67.217881,98.257752,106.064745,100.187926,36.398768,65.832066,98.579924,113.209539,79.81345,64.164388,99.876911,75.130638,81.612107,98.066226,49.901842,98.189301,103.359281,56.589681,89.784409,69.436671,89.820653,102.331687,36.568496,76.283557,77.677646,73.979617,47.182973,87.128246,78.917964,39.191044,93.288129,96.015933,103.467924,65.089526,62.240893,97.172949,104.378284,59.242597,95.112994,113.691907,71.115446,102.171785,58.0638,91.898918,97.985479,69.619439,85.27827,100.720379,57.288281,98.652502,105.946363,93.397847,78.344116
86.986826,82.112058,96.371021,82.596527,62.521592,96.588,86.336326,101.702301,87.761542,92.580323,64.868991,96.229585,88.818162,106.82461,69.736601,98.665514,103.371835,93.670682,43.38466,88.06085,40.235334,87.55279,96.564065,91.63732,33.612014,57.461132,89.105017,71.509964,103.150635,103.168331,105.794174,34.594862,85.195326,101.238055,112.608233,76.401051,73.525941,104.816517,71.911272,85.933425,78.77845,58.119874,101.143989,106.562084,57.24786,100.507613,71.320433,91.936903,101.809935,57.944917,81.460324,81.421093,70.343202,66.914633,83.561789,90.488935,39.254642,90.611324,93.132049,109.761898,73.147893,66.446621,97.247015,102.861468,68.703523,94.207774,116.23077,71.864955,101.672081,69.83363,94.952373,96.169283,69.10813,79.719867,104.726978,64.743614,96.369594,111.135663,97.791091,84.331411
92.19533,98.046583,102.018801,80.868789,72.574953,98.134715,87.261014,107.209187,97.055586,98.379197,82.91276,101.050822,91.076659,104.099121,80.679986,106.832818,109.430813,100.234297,37.641985,91.825192,68.337473,97.689478,106.147255,101.14517,43.341272,70.729619,93.009573,83.816525,103.295278,105.989684,107.287904,42.815926,93.668,100.834775,119.885772,71.523431,83.920177,109.750644,85.752739,95.214359,76.666337,79.421805,108.806728,109.027352,54.792911,104.21583,82.210223,96.468095,104.069374,61.041448,96.642944,97.479245,80.487441,79.243506,98.165589,90.954269,65.836297,95.904571,97.573625,110.350815,85.187066,82.340857,101.296474,108.759922,77.085583,96.193968,116.342387,89.704461,100.88067,92.065505,103.157374,96.939164,86.006982,88.092662,108.540973,77.652604,101.407462,115.035058,97.536419,98.288
99.623577,102.606637,105.236985,88.353329,87.375492,100.068222,96.368468,108.876236,96.14871,98.459528,96.863139,100.801001,94.501986,106.533321,92.372835,111.291743,109.355417,107.602769,67.102027,103.03315,77.433507,104.178968,108.486108,97.968396,60.188817,64.008314,94.644268,95.408148,106.03308,106.124078,112.162061,80.653339,98.082232,103.082741,117.818266,82.023052,96.853038,111.143795,96.13841,98.766271,89.259368,83.921348,110.678083,111.311533,68.067633,107.52688,95.47403,102.642119,103.945821,73.719091,104.29576,95.34938,94.433205,75.535077,104.844492,104.034978,70.598922,102.333406,97.681417,111.763197,95.189295,86.439948,98.688916,110.071138,88.255486,100.976757,119.855842,92.029611,107.277948,87.94882,106.574472,108.986932,88.561616,100.095203,109.980539,92.113175,105.546979,113.686577,97.816705,104.487745
103.697741,107.733275,109.368907,92.058622,98.322397,99.424715,97.926272,105.614131,95.780262,104.729392,94.574051,104.801098,95.378103,104.838851,101.12106,110.202203,108.557945,104.95104,58.098191,106.823986,86.078034,108.099314,113.773578,99.940227,60.246837,81.280807,97.757765,95.245741,104.194036,110.785911,111.901098,78.441991,98.507974,106.833573,118.504536,89.713893,96.236064,108.66542,98.107666,101.288578,87.777137,83.926561,107.125027,113.801658,79.116517,108.361309,95.634677,105.379282,102.106715,79.936573,104.739052,99.277268,102.329726,85.256475,100.34234,109.031868,73.133271,106.600966,100.621612,116.209632,110.168764,81.906681,104.291225,109.360988,93.348396,103.608135,124.390389,91.045622,107.707918,98.792708,105.779429,107.981484,97.830088,104.793823,109.93155,95.949253,104.477562,115.542541,97.550632,104.378743
99.471869,112.194533,111.538741,101.333939,99.10944,104.403665,101.088166,112.245323,100.969709,109.770303,103.005399,103.575385,101.940078,107.94061,103.041537,110.837191,115.422612,105.039933,78.945555,108.444684,84.153475,108.689991,113.234992,103.179629,74.636723,96.653242,106.116719,101.079576,110.97486,107.142269,115.043249,81.694905,101.683304,109.673906,118.585618,87.354109,104.434163,115.25604,105.752955,96.325418,100.614006,93.585157,108.97226,114.720027,82.182807,109.511631,101.423667,97.32477,107.557797,94.085926,109.294435,106.091971,103.340402,97.987745,99.219367,110.152168,98.952412,111.845425,106.775726,117.958348,103.454287,79.930057,105.466179,111.412645,97.817695,107.778086,116.779358,103.798144,111.775476,92.976646,107.25621,107.875769,98.569401,104.190968,109.175819,104.957176,106.787197,109.504208,103.878757,107.752036
104.235087,117.622759,115.069203,103.987395,108.261064,107.318923,106.663074,113.832282,106.627692,110.743947,107.172374,110.436077,103.390675,109.986052,101.11848,116.384238,121.251022,110.833575,89.992062,108.080544,105.398526,113.283838,114.92334,106.286187,84.885761,102.041174,110.191134,108.493815,112.219982,111.948858,112.901374,93.431596,104.426276,106.698257,119.759632,101.395527,102.862846,115.371143,108.125787,105.781769,101.791146,103.503601,111.628391,117.048812,97.797269,116.613111,103.924181,95.097359,109.328959,106.506706,110.184773,111.973665,114.338265,103.638979,94.466244,109.733027,103.15086,111.793462,104.044145,111.271648,111.166419,84.032813,109.196656,117.234068,101.843668,112.706933,120.331841,102.7121,111.625465,108.279637,113.879169,113.534706,100.465405,111.937482,115.371461,110.742913,112.951631,112.55259,110.913263,108.92255
106.55852,113.09109,111.836222,106.383783,109.260229,111.337263,110.475008,110.806548,110.516215,111.969834,105.614716,114.636764,103.982313,117.335937,102.181623,115.767099,117.252716,112.256005,91.201705,108.97841,104.872948,116.559955,117.941786,103.112794,92.239691,104.317231,108.972993,109.510049,114.971188,114.665073,115.972993,104.48028,102.895053,111.276338,119.437077,102.30336,106.328843,120.507658,108.942464,116.797498,101.807779,102.420028,111.893917,117.027281,93.614791,113.195606,110.87325,96.97349,111.067407,111.130079,113.58709,113.800941,111.273152,107.454362,100.317277,112.747942,101.42332,114.33405,103.862482,110.435975,110.890933,90.322667,116.422471,112.771226,106.253508,112.548394,118.224035,108.345493,116.142321,106.406197,111.616765,115.321977,101.010136,115.059991,117.376852,114.365032,116.245578,117.038722,115.543638,105.306585
105.392275,115.7001,113.706925,108.24963,110.649944,109.956071,112.354706,115.201972,115.946374,117.510794,112.10042,114.494562,106.432391,114.676501,105.903551,120.87913,115.524061,113.433133,98.725729,112.572814,108.27132,114.526552,116.923276,106.280938,100.261355,107.826433,107.145277,117.670971,115.541475,117.470897,115.309522,103.998314,104.856891,108.65133,118.502412,107.958811,108.369701,121.89149,110.527454,111.744126,106.883522,106.894461,112.764735,118.71871,97.494777,111.172759,110.233844,104.584745,112.724555,111.350212,117.63586,112.980978,113.742834,112.970143,111.770243,117.490325,113.238548,114.64924,107.149085,115.711183,111.109479,95.878199,113.646287,116.862811,110.017386,113.679847,117.752364,107.104839,112.367294,110.492447,113.682818,111.424575,108.110883,113.501431,118.953013,109.268473,124.258,114.652937,112.195352,109.682883
113.460301,116.368656,113.614579,109.774336,111.580035,118.929731,116.216597,112.844411,118.637338,117.905757,108.01876,115.52197,112.39048,114.784015,106.483946,113.835657,112.694368,118.287407,103.826017,109.647942,117.410973,116.778896,117.170974,113.843376,106.210905,114.252825,107.878466,119.364786,117.09729,110.808782,116.773999,107.824582,110.550488,112.779273,120.298545,107.113272,112.337064,118.056497,112.268441,114.198453,112.38307,114.322946,113.693579,119.531734,111.463542,120.498187,114.410439,111.615097,115.273274,109.471889,118.105736,112.869986,114.607476,117.163317,111.290248,115.687068,117.909132,110.965294,109.51279,111.572697,113.342253,104.012513,115.078561,118.730157,112.136881,116.708163,117.604949,110.727705,114.284223,111.26369,117.491793,113.049849,113.839963,114.339677,114.941867,115.912802,116.157204,117.203385,112.191373,110.40637
111.367203,117.69412,114.788813,114.117648,110.192293,123.797464,124.14187,117.385482,113.755486,116.644518,110.122435,120.925965,116.546209,116.930823,110.409731,111.856248,110.499244,115.273794,111.59416,112.754296,113.769347,116.167192,115.229481,111.762942,110.67098,115.501148,108.004439,116.772922,116.445765,114.52656,119.625084,112.99153,110.947133,120.876621,116.631194,112.003953,118.674435,116.211835,111.644387,115.056467,114.441023,114.007097,120.430849,118.364671,110.829111,118.909569,119.575939,113.657753,113.745045,112.900617,116.797441,114.171028,115.495472,117.730656,111.258404,118.675705,112.520908,113.999159,114.704898,112.021817,112.390259,107.451759,119.912151,116.972304,118.966932,118.284964,118.535688,113.722005,114.451947,120.336026,115.495491,114.653696,109.245119,120.64922,117.900419,118.061283,119.351741,116.871642,113.650992,109.937305
119.245133,115.316398,115.670707,113.952774,118.336879,127.796626,123.232098,118.265649,118.917051,112.604657,112.961661,114.827733,118.503238,120.735364,108.142232,118.209949,115.510974,122.187729,109.38285,114.049206,119.59205,118.691577,117.141319,111.639327,107.994911,113.355276,110.746242,117.656236,121.360741,119.629355,118.997064,113.694489,111.574616,118.722403,118.644671,115.5387,120.088656,114.590873,114.546128,118.681345,112.887326,120.223166,118.385861,120.921418,114.815716,115.524858,118.893883,117.030252,116.781427,114.655329,115.694887,115.617122,114.792462,114.357143,119.735603,120.030658,111.831727,109.91031,117.731179,114.488886,118.921649,108.610788,123.160676,119.012263,119.24538,112.462117,115.918423,113.421445,115.922307,118.478318,117.736279,116.702874,114.649929,121.405648,112.711713,112.732302,115.091511,115.797138,118.885111,112.374549
118.666069,118.330081,113.803035,114.738808,120.159115,116.033058,117.072631,115.693299,117.550569,123.689973,112.943689,113.317927,117.544249,118.571326,114.073895,117.457019,116.800023,120.608214,109.994462,115.657384,117.776582,115.010143,116.076203,116.517762,112.93686,112.601292,114.554747,121.523738,121.725862,114.119267,117.566454,113.990609,121.672833,115.799369,123.260266,115.74791,116.284568,119.707459,111.383707,122.399235,118.973022,122.86495,122.087286,128.296084,120.093937,121.790349,119.667753,116.051181,117.074602,118.381381,115.570812,117.312557,117.575565,116.654463,118.059091,116.209311,118.427033,114.201153,118.894466,119.585585,115.99594,112.211438,118.743561,122.110253,120.605316,113.199819,117.631718,116.464495,112.943982,116.876962,116.350486,120.259647,118.318327,122.936244,113.206939,114.857687,119.284434,119.4461,117.302247,117.179708
117.441202,112.35634,115.261701,116.715294,125.513509,115.73936,116.596223,117.893576,115.674284,120.443592,114.337872,110.434553,111.828552,116.979268,117.893304,118.260602,117.674707,119.866066,112.072149,116.650347,117.106539,117.503722,113.611039,114.309414,112.0716,114.605773,120.713609,118.87166,123.761374,115.68763,116.655381,115.867682,119.944377,120.649434,118.871321,116.443384,116.584749,116.969396,114.184922,119.652797,123.041192,120.89637,116.071012,123.348213,117.436193,123.695467,117.696159,111.542539,125.37296,122.816461,115.158371,124.133124,113.604516,115.589197,116.78564,119.147065,118.653658,115.183731,117.33497,117.944123,114.704568,115.668429,116.232274,119.144064,120.280606,114.028943,119.064729,116.389349,119.672719,122.771688,116.8725,120.016035,114.373775,122.059208,116.141997,118.559003,118.990545,113.868118,119.020503,116.323293
119.547866,115.613452,120.022221,118.034494,116.77611,114.631722,116.643071,120.803053,117.816563,121.027355,114.235637,111.66947,117.323355,127.115427,116.584547,118.720423,117.67914,116.198074,117.954395,120.104871,119.58692,116.24699,114.690982,113.265205,115.497241,118.323546,117.090621,115.140616,116.849567,116.385467,114.302548,125.90024,119.834383,115.570793,125.316029,113.335473,115.558016,115.627121,117.353892,121.352016,123.751382,117.762106,118.48759,120.542299,122.415283,124.329099,120.399463,116.711949,120.543863,125.726001,116.428318,119.109189,119.01156,117.741466,116.101483,117.470137,120.936649,114.524175,116.0087,113.502911,119.714165,119.902109,120.607259,115.90604,116.361139,110.834763,121.362492,114.685371,115.225534,117.911013,115.193806,116.59913,113.694292,115.191852,115.106981,117.994003,116.113719,113.92743,121.273075,115.958327
117.154656,117.318021,120.16765,128.479883,119.908379,116.009015,114.907555,121.933761,118.690411,116.297912,116.712759,111.703189,119.183754,122.798477,115.344505,118.960302,118.999418,122.565737,115.418654,119.90478,120.851387,117.404506,113.613695,116.403646,114.639221,116.50425,118.658206,119.462018,121.880367,116.739848,115.664205,124.759688,118.629362,118.827212,125.296274,119.689126,116.757834,120.51452,115.928406,119.11303,119.492586,124.573984,116.95831,114.426731,118.260068,116.343762,116.81511,114.863835,122.821335,114.194139,111.971153,117.10377,122.304686,118.529026,118.934427,120.530052,113.592944,114.228761,119.866483,112.654477,114.670382,117.684208,121.583012,123.259145,116.330736,116.658319,119.989616,118.920802,118.368465,119.887555,112.731755,111.405518,114.214669,114.439778,119.280271,115.888756,115.400692,117.827845,119.245261,113.047534
